V,U1U2U3U4U5U6,X,Y1,Y2,Y3,Y4,Y5,Y6
v2,u64_u53_u43_u32_u21_u13,1,0,0,0,1,0,1
v1,u64_u51_u41_u32_u24_u13,0,1,1,1,0,0,1
v1,u63_u52_u41_u32_u22_u14,0,1,1,1,0,0,1
v1,u64_u52_u43_u31_u23_u13,0,1,0,0,1,1,1
v1,u62_u51_u42_u33_u23_u14,0,1,0,1,1,0,0
v1,u63_u51_u44_u32_u22_u13,0,1,1,1,1,0,1
v2,u62_u51_u43_u33_u24_u11,1,0,1,0,1,0,0
v1,u64_u54_u43_u31_u23_u11,0,0,1,0,1,1,1
v1,u61_u54_u43_u32_u23_u11,0,0,1,1,0,1,0
v2,u61_u51_u41_u34_u24_u14,1,1,1,1,0,0,0
v2,u62_u52_u41_u34_u23_u13,1,0,1,1,0,0,0
v2,u63_u51_u41_u32_u23_u11,1,0,1,1,0,0,1
v1,u61_u51_u42_u34_u21_u12,0,0,0,1,1,0,0
v2,u63_u52_u41_u31_u24_u14,1,1,1,0,0,0,1
v2,u64_u53_u41_u32_u24_u13,1,0,1,1,0,1,1
v1,u63_u54_u42_u33_u23_u13,0,1,0,1,1,1,0
v2,u63_u53_u41_u32_u22_u13,1,0,0,0,0,1,0
v1,u64_u54_u42_u32_u23_u13,0,1,0,0,0,1,1
v2,u64_u54_u42_u33_u21_u14,1,1,0,1,1,1,1
v1,u64_u52_u42_u32_u22_u14,0,1,1,1,1,1,1
v1,u63_u52_u44_u32_u21_u13,0,1,0,0,1,1,0
v1,u62_u54_u44_u32_u24_u12,0,0,1,1,1,1,1
v1,u61_u51_u41_u34_u23_u11,0,0,1,1,0,0,0
v2,u63_u52_u44_u31_u23_u13,1,0,1,0,1,1,0
v1,u64_u54_u44_u32_u21_u14,0,1,0,0,1,1,1
v1,u64_u52_u41_u34_u24_u13,0,1,1,1,0,0,1
v1,u62_u52_u42_u34_u23_u12,0,0,1,1,1,1,1
v1,u61_u53_u42_u33_u23_u14,0,1,0,1,1,0,0
v1,u64_u51_u43_u33_u23_u14,0,1,0,1,0,0,1
v1,u64_u51_u41_u31_u23_u11,0,0,1,0,0,0,1
v2,u64_u54_u43_u31_u22_u11,1,0,0,0,1,1,1
v1,u64_u53_u41_u32_u24_u14,0,1,1,1,0,1,1
v2,u63_u51_u44_u34_u24_u13,1,0,1,1,1,0,1
v2,u61_u52_u43_u32_u23_u13,1,0,1,1,0,0,0
v1,u62_u54_u44_u32_u21_u11,0,0,0,0,1,1,1
v1,u62_u52_u41_u31_u22_u11,0,0,0,0,0,0,0
v1,u63_u51_u42_u31_u21_u13,0,1,0,0,0,0,1
v2,u62_u51_u44_u31_u24_u14,1,1,1,0,1,0,0
v2,u64_u52_u44_u33_u24_u13,1,0,1,0,1,1,1
v2,u64_u52_u43_u33_u23_u11,1,0,1,0,1,1,1
v1,u62_u52_u41_u31_u23_u13,0,1,0,0,0,0,0
v2,u63_u52_u43_u33_u24_u12,1,1,1,0,1,1,0
v1,u62_u53_u44_u34_u21_u12,0,0,0,1,1,0,0
v1,u64_u53_u43_u33_u21_u12,0,0,0,1,0,1,1
v2,u61_u53_u44_u34_u22_u12,1,1,1,1,1,0,0
v1,u63_u54_u42_u31_u24_u12,0,0,1,0,0,1,0
v1,u64_u54_u43_u31_u24_u13,0,1,1,0,1,1,1
v1,u61_u53_u44_u31_u22_u11,0,0,0,0,1,0,0
v2,u61_u54_u41_u34_u21_u13,1,0,0,1,0,1,0
v1,u63_u54_u41_u34_u23_u13,0,1,0,1,0,1,0
v2,u64_u51_u43_u32_u22_u13,1,0,0,0,1,0,1
v2,u62_u54_u44_u33_u22_u14,1,1,1,0,1,1,1
v1,u63_u52_u44_u32_u23_u13,0,1,0,0,1,1,0
v1,u61_u54_u42_u32_u24_u13,0,1,1,1,1,1,0
v1,u62_u54_u43_u34_u21_u14,0,1,0,1,0,1,1
v2,u61_u52_u44_u31_u22_u13,1,0,0,0,1,1,0
v2,u62_u52_u41_u33_u22_u14,1,1,1,0,0,0,0
v1,u62_u51_u43_u31_u22_u11,0,0,0,0,1,0,0
v2,u62_u54_u41_u34_u22_u12,1,1,1,1,0,1,1
v2,u64_u53_u44_u34_u23_u12,1,1,0,1,1,0,1
v2,u61_u53_u44_u32_u24_u13,1,0,1,1,1,0,0
v1,u62_u53_u43_u31_u21_u13,0,1,0,0,1,0,0
v1,u63_u52_u44_u34_u22_u13,0,1,1,1,1,1,0
v1,u64_u54_u41_u34_u23_u13,0,1,0,1,0,1,1
v1,u61_u53_u41_u32_u23_u14,0,1,0,0,0,1,0
v2,u64_u53_u44_u31_u23_u12,1,1,0,0,1,0,1
v2,u61_u52_u42_u31_u23_u11,1,0,1,0,0,0,0
v1,u62_u54_u44_u31_u22_u11,0,0,0,0,1,1,1
v1,u62_u54_u42_u32_u23_u12,0,0,1,1,1,1,1
v1,u61_u54_u42_u32_u21_u12,0,0,0,0,0,1,0
v2,u62_u52_u43_u31_u24_u14,1,1,1,0,1,1,1
v1,u62_u54_u42_u32_u23_u11,0,0,1,1,1,1,1
v1,u64_u52_u44_u34_u24_u11,0,0,1,1,1,1,1
v2,u64_u54_u42_u32_u22_u14,1,1,1,1,1,1,1
v1,u63_u51_u42_u32_u24_u11,0,0,1,1,1,0,1
v2,u64_u53_u41_u31_u24_u12,1,1,1,0,0,1,1
v1,u63_u52_u44_u32_u22_u11,0,0,0,0,1,1,0
v1,u62_u52_u43_u32_u22_u13,0,1,1,1,0,0,0
v1,u61_u54_u41_u32_u21_u14,0,1,0,0,0,1,0
v1,u62_u53_u43_u34_u21_u11,0,0,0,1,0,1,1
v1,u63_u51_u42_u33_u24_u11,0,0,1,0,0,0,1
v1,u61_u51_u43_u34_u22_u14,0,1,1,1,0,0,0
v1,u61_u53_u42_u32_u21_u14,0,1,0,0,0,1,0
v2,u63_u52_u43_u33_u24_u13,1,0,1,0,1,1,0
v2,u61_u54_u43_u32_u21_u14,1,1,0,0,1,1,0
v2,u64_u52_u43_u31_u24_u12,1,1,1,0,1,1,1
v1,u62_u52_u42_u31_u21_u11,0,0,0,0,0,0,0
v1,u61_u52_u43_u33_u22_u12,0,0,0,1,0,0,0
v2,u61_u52_u42_u32_u21_u12,1,1,0,0,0,0,0
v2,u64_u54_u41_u32_u22_u11,1,0,0,0,0,1,1
v1,u61_u52_u44_u33_u21_u11,0,0,0,1,1,1,0
v2,u61_u53_u42_u31_u21_u11,1,0,0,0,0,1,0
v2,u64_u52_u44_u34_u21_u13,1,0,0,1,1,1,1
v1,u62_u51_u41_u31_u23_u13,0,1,0,0,0,0,0
v2,u63_u53_u44_u31_u23_u13,1,0,1,0,1,0,1
v1,u64_u52_u41_u34_u23_u11,0,0,1,1,0,0,1
v1,u63_u52_u44_u31_u24_u13,0,1,1,0,1,1,0
v1,u64_u54_u42_u33_u21_u11,0,0,0,1,1,1,1
v1,u63_u54_u42_u34_u23_u14,0,1,0,1,1,1,0
v2,u61_u52_u44_u31_u23_u11,1,0,1,0,1,1,0
v1,u63_u52_u41_u31_u24_u11,0,0,1,0,0,0,1
v2,u63_u54_u43_u32_u24_u13,1,0,1,1,0,1,0
v2,u64_u51_u44_u34_u22_u13,1,0,0,1,1,0,1
v1,u61_u51_u42_u33_u22_u13,0,1,1,0,0,0,0
v1,u63_u54_u43_u33_u21_u13,0,1,0,1,0,1,0
v2,u64_u52_u42_u32_u24_u13,1,0,1,1,1,1,1
v1,u64_u51_u41_u32_u22_u13,0,1,1,1,0,0,1
v1,u63_u51_u42_u31_u21_u13,0,1,0,0,0,0,1
v1,u62_u54_u42_u33_u23_u12,0,0,1,0,0,1,1
v2,u63_u51_u44_u33_u21_u11,1,0,0,1,1,0,1
v2,u63_u54_u42_u33_u23_u12,1,1,0,1,1,1,0
v1,u64_u53_u44_u32_u24_u12,0,0,1,1,1,0,1
v1,u63_u52_u44_u34_u24_u12,0,0,1,1,1,1,0
v1,u64_u53_u42_u32_u21_u12,0,0,0,0,0,1,1
v1,u63_u54_u42_u32_u24_u11,0,0,1,1,1,1,0
v2,u61_u52_u41_u32_u23_u12,1,1,0,0,0,0,0
v1,u63_u51_u41_u32_u21_u12,0,0,0,0,0,0,1
v2,u62_u51_u43_u31_u23_u14,1,1,0,0,1,0,0
v1,u62_u51_u43_u31_u22_u14,0,1,1,0,1,0,0
v2,u62_u52_u43_u34_u23_u12,1,1,0,1,0,0,0
v1,u62_u52_u41_u31_u22_u13,0,1,1,0,0,0,0
v1,u63_u52_u42_u32_u23_u13,0,1,0,0,0,0,1
v1,u63_u54_u41_u31_u24_u13,0,1,1,0,0,1,0
v2,u62_u51_u42_u31_u21_u13,1,0,0,0,0,0,0
v1,u61_u53_u41_u31_u24_u14,0,1,1,0,0,1,0
v2,u61_u51_u44_u33_u24_u14,1,1,1,0,1,0,0
v1,u63_u52_u42_u31_u24_u13,0,1,1,0,0,0,1
v1,u61_u53_u44_u34_u21_u13,0,1,0,1,1,0,0
v2,u61_u51_u41_u33_u23_u13,1,0,1,0,0,0,0
v1,u64_u53_u44_u34_u21_u11,0,0,0,1,1,0,1
v2,u63_u51_u43_u33_u24_u11,1,0,1,0,1,0,1
v2,u61_u52_u42_u34_u22_u13,1,0,0,1,1,1,0
v1,u64_u52_u43_u33_u22_u11,0,0,0,1,0,0,1
v2,u64_u54_u44_u31_u21_u11,1,0,0,0,1,1,1
v1,u62_u54_u42_u31_u21_u14,0,1,0,0,0,1,1
v2,u61_u51_u43_u34_u21_u11,1,0,0,1,0,0,0
v1,u61_u52_u44_u32_u24_u14,0,1,1,1,1,1,0
v1,u62_u53_u41_u33_u23_u13,0,1,0,1,0,1,1
v1,u64_u53_u42_u31_u23_u12,0,0,1,0,0,1,1
v1,u61_u53_u42_u32_u24_u11,0,0,1,1,1,0,0
v2,u64_u52_u42_u32_u22_u13,1,0,0,0,0,0,1
v1,u61_u51_u41_u34_u24_u12,0,0,1,1,0,0,0
v1,u62_u54_u42_u33_u22_u14,0,1,1,0,0,1,1
v1,u63_u53_u42_u34_u22_u13,0,1,1,1,1,0,1
v2,u61_u51_u44_u34_u22_u12,1,1,1,1,1,0,0
v1,u63_u52_u44_u34_u21_u13,0,1,0,1,1,1,0
v1,u64_u54_u41_u34_u21_u13,0,1,0,1,0,1,1
v1,u61_u53_u43_u31_u24_u14,0,1,1,0,1,0,0
v2,u63_u54_u44_u32_u21_u11,1,0,0,0,1,1,0
v1,u63_u52_u44_u32_u22_u14,0,1,1,1,1,1,0
v1,u61_u53_u44_u33_u24_u11,0,0,1,0,1,0,0
v2,u61_u51_u41_u32_u24_u12,1,1,1,1,0,0,0
v1,u61_u51_u41_u33_u23_u14,0,1,0,1,0,0,0
v2,u63_u51_u43_u32_u22_u14,1,1,1,1,0,0,1
v2,u64_u54_u41_u33_u24_u12,1,1,1,0,0,1,1
v1,u63_u53_u42_u34_u22_u12,0,0,0,1,1,0,1
v2,u63_u54_u43_u32_u21_u12,1,1,0,0,1,1,0
v1,u62_u54_u44_u34_u22_u13,0,1,1,1,1,1,1
v1,u63_u52_u42_u33_u22_u14,0,1,1,0,0,0,1
v1,u61_u53_u41_u31_u21_u13,0,1,0,0,0,1,0
v1,u64_u53_u41_u33_u22_u14,0,1,1,0,0,1,1
v1,u64_u51_u42_u32_u21_u11,0,0,0,0,0,0,1
v1,u64_u54_u44_u34_u23_u13,0,1,0,1,1,1,1
v2,u62_u51_u43_u34_u24_u13,1,0,1,1,0,0,0
v2,u61_u54_u43_u32_u24_u12,1,1,1,1,0,1,0
v1,u61_u52_u44_u34_u24_u12,0,0,1,1,1,1,0
v2,u64_u54_u42_u34_u23_u11,1,0,1,1,1,1,1
v1,u64_u51_u43_u32_u24_u11,0,0,1,1,0,0,1
v1,u61_u53_u43_u33_u22_u14,0,1,1,0,1,0,0
v1,u63_u51_u44_u34_u21_u12,0,0,0,1,1,0,1
v1,u62_u53_u43_u34_u21_u13,0,1,0,1,0,1,1
v1,u61_u53_u42_u33_u23_u11,0,0,1,0,0,1,0
v2,u61_u53_u43_u32_u22_u13,1,0,0,0,1,0,0
v1,u64_u54_u42_u34_u22_u12,0,0,0,1,1,1,1
v2,u62_u51_u44_u32_u23_u12,1,1,0,0,1,0,0
v2,u64_u54_u41_u33_u22_u12,1,1,1,0,0,1,1
v1,u61_u52_u41_u34_u22_u12,0,0,0,1,0,0,0
v2,u62_u54_u42_u34_u22_u14,1,1,1,1,1,1,1
v1,u61_u53_u41_u31_u24_u13,0,1,1,0,0,1,0
v2,u61_u51_u41_u32_u22_u14,1,1,1,1,0,0,0
v1,u63_u51_u44_u34_u22_u11,0,0,0,1,1,0,1
v1,u61_u52_u44_u31_u24_u12,0,0,1,0,1,1,0
v1,u63_u54_u43_u33_u24_u12,0,0,1,0,1,1,0
v1,u63_u54_u42_u31_u24_u14,0,1,1,0,0,1,0
v1,u61_u53_u44_u31_u23_u11,0,0,1,0,1,0,0
v2,u64_u54_u41_u33_u22_u14,1,1,1,0,0,1,1
v2,u63_u54_u43_u33_u23_u12,1,1,0,1,0,1,0
v2,u62_u51_u43_u34_u24_u14,1,1,1,1,0,0,0
v1,u63_u54_u42_u34_u24_u12,0,0,1,1,1,1,0
v2,u63_u54_u44_u32_u23_u11,1,0,1,1,1,1,0
v1,u62_u52_u43_u31_u21_u11,0,0,0,0,1,1,1
v2,u62_u53_u41_u32_u21_u14,1,1,0,0,0,1,1
v2,u62_u52_u44_u31_u22_u14,1,1,1,0,1,1,1
v1,u63_u52_u44_u34_u24_u11,0,0,1,1,1,1,0
v2,u64_u53_u43_u31_u22_u12,1,1,1,0,1,0,1
v1,u61_u53_u43_u34_u24_u13,0,1,1,1,0,1,0
v1,u64_u53_u41_u33_u21_u12,0,0,0,1,0,1,1
v1,u61_u51_u42_u33_u24_u12,0,0,1,0,0,0,0
v1,u63_u53_u43_u34_u22_u13,0,1,1,1,0,1,0
v2,u62_u53_u43_u34_u22_u12,1,1,1,1,0,1,1
v1,u64_u51_u44_u31_u24_u12,0,0,1,0,1,0,1
v1,u63_u54_u43_u33_u23_u13,0,1,0,1,0,1,0
v2,u62_u54_u44_u31_u21_u11,1,0,0,0,1,1,1
v1,u63_u53_u42_u34_u21_u14,0,1,0,1,1,0,1
v2,u63_u51_u41_u32_u22_u13,1,0,0,0,0,0,1
